,Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
197,9.044720505,1.827060964,1.307731172,0.09976769021,A0V,15.17832036,1
198,6.50813426,7.597116537,0.8952902257,0.9744555982,G5III...,15.95976944,0
199,1.134332633,12.3475054,0.7749639563,0.1539037204,F3III,15.6719797,0
200,2.822967879,3.100144458,0.5716522167,0.06072551533,B7III,12.9390053,0
201,9.230880395,0.01255259194,1.24365498,0.1424513938,B0.5III,13.14598935,0
202,7.768487866,2.047381042,1.089905196,0.9717731446,G8III,14.70062944,0
203,7.975672467,7.62872622,0.848684649,0.9715607586,K1III,17.10697702,0
204,8.273562275,2.329111428,0.928278752,0.1545036024,B2Vnne,14.55396805,1
205,5.078117941,11.28992613,0.4845294232,0.428979442,F2IV,16.14026441,1
206,2.615482887,6.066579165,0.6939727091,0.03421691211,A0V,15.15634853,1
207,8.758378411,2.180454777,1.175243963,-0.05624486186,B8II,15.48871668,0
208,8.018074275,4.358521142,1.252589724,0.8189023231,G8V,16.32683105,1
209,7.474462344,2.996104271,1.124369227,1.370524747,K4/K5III,15.2887069,0
210,7.851997534,4.660406934,1.200130131,1.027869024,G8III,17.35299906,0
211,9.103684594,1.835624908,0.9434615382,-0.1386646215,B9V,15.08370157,1
212,9.189075028,8.585116548,1.212534995,0.4284077506,F5V,18.02041452,1
213,7.880510393,1.887984831,1.957490585,0.0359065389,B6/B7V,14.18798043,1
214,9.995198483,13.76351655,3.532250453,1.088525006,K5V,21.69552451,1
215,7.592611937,2.365211076,1.107143257,1.586476431,K3III,14.31835831,0
216,6.848140055,5.362177107,0.7308112033,0.9879409933,G1V...,16.98003197,1
217,8.371779294,6.61036795,1.190368056,0.4709388634,F7V,19.07975822,1
218,9.151276141,3.833635478,0.9385311525,1.009116638,K2III,17.35250843,0
219,6.870388831,7.828679563,0.9411358249,1.06254279,G8IV,16.04537346,1
220,8.555985734,4.434237604,1.118886396,0.4374229245,F0V,16.05500494,1
221,8.637882085,4.806697707,1.096924252,1.112147991,K0III,17.83456026,0
222,6.417825336,4.986344369,0.6652646122,0.9979662418,K0III,15.54205315,0
223,7.707601089,2.76426205,1.011955004,0.9790213512,G8III/IV,16.20510534,1
224,6.130466158,4.516986663,0.4306363133,1.264147436,K5III,14.36859297,0
225,7.928847355,1.168501172,1.008663952,0.6477161098,F5II,14.55938253,0
226,7.455238603,11.55587213,0.755948747,0.74611026,G2V,18.67271653,1
227,8.538185733,2.83930477,1.601881087,1.3081873,K3III,16.70770808,0
228,9.12482552,5.286405182,1.384021386,0.3693265467,F2V,17.6073436,1
229,7.112666591,9.656236597,0.6507938619,0.4812660736,F2III,16.56738923,0
230,7.879026241,5.44413957,0.8534533276,0.7423424622,F3V,16.95356518,1
231,8.354206014,2.14914676,1.463625809,1.485247214,K4/K5III,15.15953243,0
232,8.671169482,7.098666156,1.038461588,1.029858538,K1III,17.84555548,0
233,10.26537403,-0.3960731955,1.291552353,-0.02542968871,B8III,12.96011285,0
234,8.775786606,1.321369268,1.033519816,0.2186407798,A5IV,14.83924938,1
235,6.967957583,0.7342132523,1.014363365,0.1350217416,B1V:pe,12.33090455,1
236,1.940274576,10.4791572,0.6816283789,1.062017049,K0III,15.6909333,0
237,7.392903802,19.36165618,0.6917526286,0.7240950234,G5V,18.89417698,1
238,8.783674781,7.092423997,1.272958397,0.5913953897,F5V,18.6774891,1
239,8.990926877,4.6271635,1.343648492,1.177458849,G8IV,16.02086245,1
240,9.879861413,7.380089129,1.651681907,1.036409306,K0III,16.94379489,0
241,4.359359814,17.14926827,0.6536098758,0.9557628154,K0III,15.21663273,0
242,9.691533049,4.861801844,1.765306318,0.6773877273,F8/G0V,18.4137737,1
243,7.710026586,9.720468989,1.441371617,0.4523878453,F5V,17.67540631,1
244,7.508318119,9.976418801,0.931175911,0.3543993326,A2IV/V,17.36465084,1
245,8.424887012,1.533733801,0.9752184511,1.206426513,G8III,15.71615412,0
246,8.654820158,11.5690998,1.047005503,0.5992603222,G3V,18.88320513,1
247,8.641133881,1.828114535,1.309023822,1.391305756,K2III,15.34718944,0
248,9.286810114,-0.7191045754,0.9465358312,0.8647481253,K0III,11.3404961,0
249,2.018323886,5.297845146,0.5408360443,-0.01766778688,B8IIIMNp,14.5032717,0
250,9.73051146,4.087770361,1.07049088,0.5834950795,F5V,17.55441523,1
251,6.908203387,2.863390857,1.164650971,1.24809153,K1III,15.38957046,0
252,8.413023379,2.206616164,0.8754355376,0.1050887895,B9V,14.95554155,1
253,8.253447123,1.30578265,1.348931849,0.5469387926,B9.5IV/V,14.73546085,1
254,9.872023422,1.203670819,1.799563624,0.2538436677,B0Ibp,15.39529757,0
255,7.71122171,3.987731152,0.844207372,1.056119371,G8III,15.47733673,0
256,8.669403571,12.47131171,0.8013217868,0.5308206977,G3V,18.44356762,1
257,9.456161602,14.00057141,1.986150857,0.8248327954,K0V,21.52552817,1
258,8.905952079,2.56308568,1.206672768,0.581441473,F0V,16.98071787,1
259,8.895299423,11.65589895,0.997630533,0.5369043475,G3V,18.07840012,1
260,9.509081748,1.53026341,0.7995904194,-0.03097609545,K4V,15.84623964,1
261,6.552411205,8.831986509,0.9292905364,0.9401150767,G8III,16.9322031,0
262,9.292678677,3.882087885,1.152539449,0.4462730456,F0V,16.80208283,1
263,7.634449979,4.498997944,0.7016206044,1.338479441,G8IV,17.15437139,1
264,8.328421717,0.8543012886,0.837919478,0.01645796845,B9V,13.07298212,1
265,7.946249708,1.110152283,0.9813255259,1.265825438,K2III,14.21054045,0
266,9.00766822,2.526111694,0.9045750061,1.044117037,K3III,15.27742031,0
267,6.815221274,5.846562552,0.9768495758,1.268277102,M4/M5III,15.66542629,0
268,8.557056467,1.697168489,1.436060488,1.459189586,K2III,16.32324946,0
269,8.936395963,7.961436217,0.8353825784,0.4535792318,F5V,19.13546274,1
270,8.500775552,3.694733204,1.744825183,1.374010172,K1III,17.70673968,0
271,9.037181979,5.399024998,1.249469929,0.5289972565,F3V,17.54142942,1
272,8.213862895,9.636360205,1.660282322,0.4383406567,F3V,19.09056502,1
273,7.115035809,1.675113281,1.04622732,0.1564020414,B5IIIn...,13.74755909,0
274,8.758803083,6.06719179,1.339472464,0.4099898033,F5V,17.40151267,1
275,8.705735551,9.517335826,1.193930005,0.9776514715,G3:III:+...,19.46309455,0
276,9.370830192,0.9186990031,1.151284184,0.1167255544,B9V,14.72852994,1
277,9.089948495,1.463818119,1.807881159,0.9566064162,G9III,15.29675526,0
278,8.891676152,6.442427922,1.024758406,0.668254445,G8III,18.90595186,0
279,8.053052583,1.363101224,1.183053117,1.280252478,M2III,13.56339064,0
280,8.239888208,2.579595959,0.836547866,1.490866909,K5III,16.02838061,0
281,9.152842727,12.80613564,0.8252378559,0.6838373598,G6V,21.13048002,1
282,8.274563369,1.849354376,1.203001233,1.117768569,K0III,14.51822974,0
283,9.486220488,8.330098249,1.409333582,0.5918615672,G3V,17.98875461,1
284,3.262245446,11.9753219,0.5631196025,0.8838162281,K0III,16.12943253,0
285,7.161946469,11.91487361,0.8441163591,0.3606981173,F2IV,18.01607815,1
286,9.02162353,2.284328138,0.8862436076,1.106932833,K0III,16.16976365,0
287,7.179286187,6.226064899,1.026693984,1.260733782,K0III,16.86679228,0
288,8.15705669,3.799755307,1.181871498,0.1659712376,A3IV/V,16.60576345,1
289,9.788664555,2.611032329,0.9609895129,0.08523206753,A0V,16.91524538,1
290,9.089479398,5.145252772,1.641654703,0.5780872289,B9III,18.28992443,0
291,3.708654669,12.03396014,0.5671650785,0.3818216727,F1IV,17.45986152,1
292,3.906367922,1.105350565,0.5413105115,1.616238578,K4III,10.38835341,0
293,7.275707711,1.256010251,0.8494155718,1.571293582,K4III,13.23695402,0
294,7.256004546,5.353083074,0.8145002804,0.437208702,A7V,15.89721069,1
295,4.611113201,4.408061253,0.7862850234,0.09368643975,B8/B9III/IV,14.87221891,1
296,6.403876383,5.722393062,0.5296152665,-0.01721519367,A0V,14.88011652,1
297,9.428035858,-0.2816193598,1.36489408,0.942078508,G8III,12.2493353,0
298,10.06684077,3.591043357,1.456146873,0.6109875159,G3V,17.3932436,1
299,8.731979168,10.49655241,0.9602449669,0.6009950307,G5V,19.50586897,1
300,6.885372516,9.516880806,0.7208344748,0.2727913017,A9III,15.76885168,0
301,8.311661735,4.870525864,0.8826335881,0.006119334118,A0V,16.21834171,1
302,6.860810189,-0.1601462608,0.9350042894,-0.02238906992,B2Vne,13.01271335,1
303,8.947471204,2.337020971,1.184712618,-0.02760157454,F2/F3IV,16.02265883,1
304,9.152272517,7.337312975,1.199440113,0.8936193887,G6V,18.70115826,1
305,6.373749162,3.780414216,0.9149603593,0.01493831179,B8II/III,14.71886273,0
306,8.05739035,9.749815794,0.8902914455,0.6939619726,G8III,18.04613875,0
307,9.267953988,18.12990892,1.50458905,0.7758122477,K3V,21.28398972,1
308,8.296865848,4.843819258,1.082270501,0.9344823961,A2IIIs,17.39813004,0
309,6.863311679,10.32250335,0.6385651024,0.1244390962,A2V,16.169429,1
310,8.410920223,1.626440515,0.6962192716,1.403940945,K2III,15.53098147,0
311,7.088153299,0.8553804332,0.9318999226,0.09216395804,B2Vn,12.40452756,1
312,9.977205749,18.02804093,1.99225549,0.7933907239,K0V,21.23123601,1
313,6.228653265,5.147765457,0.9694584672,1.346796336,K1III,16.03350785,0
314,8.404954058,-0.08075304553,1.223741925,0.658684698,K1/K2IV/V,11.23252042,1
315,8.167518125,4.896452699,1.394863084,1.047984916,K1III,16.45810309,0
316,2.558094729,17.18706543,0.4631002508,0.1662699398,A7V,17.67118959,1
317,8.787073165,4.020260365,0.927520883,0.05976656316,A0V,17.47377025,1
318,5.361977075,23.32734014,0.7567967294,0.3648648436,F0V,17.4351614,1
319,7.113559575,5.145740359,0.6509972292,1.106595272,K0III,16.47927517,0
320,8.423562741,4.351562676,1.135685468,0.2021644836,A0V,15.83535814,1
321,8.312280987,1.311165449,1.201904237,0.207776525,B5V,13.889758,1
322,3.712841038,1.363843936,0.8214370995,-0.04156293785,A0Ib,10.74327284,0
323,8.287947166,0.4288711064,1.205326061,1.203526843,K2III,13.32981288,0
324,8.762088648,1.670233191,1.006146105,1.067402238,K0III,13.92027273,0
325,3.385188396,3.431903761,0.7524418641,1.378602749,K3III,14.13629091,0
326,6.994171888,12.86579102,0.899485163,1.144998545,G8III,18.47087657,0
327,7.669732756,4.70224291,1.091818138,1.08593532,K0III,16.06789044,0
328,7.670634409,7.895954831,0.9140997573,1.05873312,K0IIICNIV,17.03304039,1
329,7.461452221,19.13846263,1.084446471,0.3194069185,F6V,18.76508579,1
330,6.648202466,-1.060789639,0.9840220088,0.5169099714,G2Ib,10.62875283,0
331,9.960506889,2.235802419,1.09299757,0.129484705,B9V,16.50679408,1
332,8.368326459,8.907589267,0.9260418284,1.014175703,G8IV,17.31529622,1
333,7.742012257,0.3710585603,1.552817802,1.504714671,M1/M2III,12.08235078,0
334,8.512832524,1.774389741,0.7519682959,1.358897015,K5III,15.53897655,0
335,9.657491118,3.049306511,2.530714343,1.159730958,K0/K1IV:,17.78898392,1
336,7.035889676,1.233397649,0.5622467485,0.3442645761,B6Ib,12.58791535,0
337,7.639728424,3.992365773,0.9756902836,0.4926215504,F6V,16.53510577,1
338,2.416852414,4.22806119,0.672350467,1.009549753,G5II,12.88824788,0
339,7.981189705,3.480288003,1.051544036,0.4312567292,G8/K1III + A,15.99434251,0
340,3.138826145,2.21854643,0.8044579197,-0.1102475605,A2III,12.51752896,0
341,9.607459096,14.88757911,1.443261769,1.170441893,K7V:,22.83036339,1
342,8.99126262,2.168684534,1.073679816,1.02373871,K0III,15.45895023,0
343,9.394047477,1.059724846,1.47115293,0.5226922939,F0V,14.79060021,1
344,6.387114689,7.650268021,1.208062471,1.182937194,M4III,17.66190358,0
345,7.231630333,-0.4053899453,0.9765142018,-0.03245213675,O9:III:,10.80847317,0
346,10.91488953,25.76424244,1.9321531,1.654563428,M0V:,23.19163595,1
