,Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
99,8.048255307,3.262199291,1.123725047,0.07128031848,A0V,16.69312542,0.9993196303950884
100,7.611983991,15.32848129,1.297236028,0.8223473858,K1IV,18.48725248,0.9983879684819218
101,8.730820859,2.324293385,1.098734016,0.9406273991,K0III,16.02594457,0.002095427093607082
102,6.120827751,2.81668146,0.5360135456,-0.09409381415,B8II,13.58707875,0.0032049038681093824
103,9.200213473,2.023918947,1.020175801,0.9764086446,K0III,15.53263222,0.0021801266421357475
104,6.3878506,3.897791701,1.061371763,1.076430903,K0III,14.73623766,-0.000664436333877163
105,6.814249816,5.364774472,0.9459318321,0.5378718777,A7V,16.08112227,0.9972537848046772
106,8.206351285,3.053421442,1.478639503,0.9885356986,K0III,16.14756791,0.0011899049391991359
107,8.434163758,9.506578153,0.767744741,1.023061859,G6:III+...,18.07725787,0.003357073082905648
108,3.124661321,5.231278955,0.8549586311,1.552886428,K5III,14.4386474,-0.006003771759989686
109,8.761890533,4.171839601,1.223553349,0.5706158195,F8:Vw...,18.09167726,0.998764927743478
110,9.177194787,3.384027801,1.308995658,0.5084097508,F5V,15.68974876,0.9985959058274986
111,9.23033264,3.118997273,1.089352525,-0.03196839555,B9IV,16.96631466,1.0003229844392811
112,8.89157949,0.4161448155,1.268408441,1.413225809,K2III,13.42952383,-0.0017397762611302667
113,8.097842009,1.602810693,0.993293125,1.009663295,K7V,14.93277933,0.994879230376106
114,1.437855395,6.895603567,0.768542115,-0.1571241372,B1.5IV,12.24335786,0.9931428079103544
115,8.865562644,-0.7505959536,1.112712404,0.8406313098,G8III,11.31846793,0.0010924927991528281
116,7.961411682,3.065094477,0.9397404853,-0.06278807969,A0III/IV,16.162906,0.9991345499312899
117,7.574218243,10.61818274,1.047217595,1.005482509,G8V:+...,17.31159262,0.9964859658784924
118,7.005667386,4.292960722,0.6635492631,1.425872493,M2III,15.32787567,-0.0017325616137132216
119,3.243037079,1.051896492,0.4989127736,-0.07037479956,B1.5Vp,11.05704397,0.9940130623839081
120,9.297247432,4.972567968,1.449787466,0.6715760122,G0V,17.54523228,0.9985087426230739
121,8.923771264,9.398530607,1.06302266,1.201466092,K1III,17.54278844,0.0022785336219376144
122,8.861036137,4.167908091,1.363121319,0.5080092181,F6V,18.7434966,0.9991659441587077
123,0.8153097169,19.96857789,0.5668973341,0.5691485326,A3III,17.06516872,0.0011173310783381585
124,10.55588808,3.478900997,0.7903908505,0.2447095146,A0V,15.68896695,1.0011933594128477
125,8.572883718,2.70060772,1.079125312,1.267230988,K1III,15.09051996,-0.00013459786648513505
126,8.137341868,2.534769982,1.03416652,1.317944191,K3III,16.3400795,-0.0004902537172868934
127,7.854516458,24.53293913,1.139144304,0.9449245169,G8V,19.46267898,0.999798999519216
128,8.095609557,8.216546123,0.7587326896,0.3919731582,A9V,17.5676234,0.9999349247340179
129,2.951195888,0.05024948898,0.6474148303,0.44693064,A2Ib/II,9.511625373,-0.001772217028775817
130,8.511228553,2.119521122,1.373308458,0.005167435852,A0V,14.7963274,0.9988162782806737
131,8.111646807,6.427311312,0.875043281,0.5758231612,F5V,17.91902007,0.9988450144134028
132,8.647853776,1.457273232,0.7726976297,1.223575952,K2/K3III,15.50569331,0.0003722984029429097
133,8.703972175,3.895280578,0.6940716024,0.3331461412,F0V,16.88639797,0.9998344398823574
134,8.980896646,0.9808845339,1.048992097,1.102153954,K1III,16.22631617,0.0012323769950125917
135,9.136154169,1.860771154,1.289317182,0.01786341361,A8V,15.81751403,0.9996277056510166
136,7.974458497,1.574175127,1.273000336,1.137567543,K1IV,15.04009293,0.9937864258175773
137,8.494560689,4.420713707,0.8802186849,0.01788335161,A3V,15.16560466,0.9997265788307141
138,7.014041633,1.860899157,1.124422006,1.292769138,K1III,13.6768608,-0.002112917829163286
139,7.959225396,12.71035114,1.036981277,0.3729499533,F5V,18.20352876,1.0005353802859644
140,7.932886316,2.207980497,1.070910856,1.308265784,K2III,15.62426422,-0.0008625620247631914
141,7.691349579,4.261526808,1.286552799,0.2622333504,B5/B6III,16.73330846,0.004704267609861146
142,6.714146264,14.1626997,0.7331940751,-0.06288524737,A3Vs...,16.15446527,1.000107487047796
143,7.416499171,3.524658129,0.7383005823,0.1256856122,B6IV/V,15.79005194,0.9989147493498728
144,2.365242826,13.70379277,0.5079105028,0.08109214638,A3V,15.73640076,0.9966368959834714
145,8.876542632,1.198045595,0.972715069,1.093725867,K1III,12.21411139,0.0003143346987509283
146,9.472453807,1.79341856,1.09320275,0.9470575892,G8III,16.3115223,0.002662074001755525
147,7.007873768,4.949662505,1.019540851,1.057569845,K0III,16.18379664,0.0005283444548095645
148,9.580939584,2.893742129,1.242177316,-0.1431494853,F9V: + G9V:,17.78211101,1.0002565169611546
149,9.016408606,0.1083788819,1.0343516,0.05311810246,B2Ve,15.9245256,0.9995033332528408
150,7.630403384,5.039988654,0.6536915602,0.07953307193,B8/B9II/III,14.97460261,0.005264923338828947
151,6.277325238,10.38685213,0.5478500487,0.2080431432,F2III,16.02218565,0.005173689986681386
152,8.668730995,7.295848599,1.035600434,0.2611940231,A9V,17.88726999,1.000526862440568
153,8.332245395,1.005994768,1.433429276,1.056772791,K3IV,14.05600013,0.994084478094977
154,9.063451206,4.3936652,1.271447997,1.032516691,G8III,16.82256327,0.0022186373340752886
155,8.51494754,12.24087314,0.6028473814,0.1065804611,A3V,15.75174198,1.0013943625423323
156,8.164084015,2.008108278,0.8930295969,-0.05934162464,B3Vnne,14.40471281,0.9987477332495772
157,8.085372518,4.485021564,1.156969509,-0.03677673744,B3V,16.35914904,0.9993783677330829
158,9.349993016,1.92430319,1.588546987,1.348829269,M2III,15.69273397,-0.00043958613497565256
159,7.329808245,2.255901341,0.5874386383,1.497319417,K3III,14.19210595,-0.002464130183517731
160,9.227015929,5.759389885,1.374103785,0.6195922566,G3V,18.4419206,0.9991268268345547
161,8.800782409,1.274712941,1.259267255,1.069452801,K0III,14.26207254,0.0006520424499520552
162,9.461486981,2.557196124,1.042275105,1.155108735,G8/K0IV,15.55126724,0.9954107599362195
163,8.602563938,41.69112055,1.362612995,1.521511794,K7V,24.8974399,1.000842245823577
164,5.946886533,3.637206742,0.5559202211,1.047986284,K0III,15.24324783,-0.00032180309890173474
165,8.995861428,11.56853811,1.063418317,0.6193841044,G0V,19.06920535,1.000326232859434
166,7.412032381,2.845688731,0.8846829343,0.9543554989,A1/2V + KIII,14.25148974,0.994765083536993
167,9.251751292,4.338308537,1.474612218,0.5631251085,F2V,18.71131933,0.9991584240160242
168,6.603669583,6.160011022,0.6178289526,0.0364560703,B7IV/V,16.04565377,0.9989035657037456
169,9.635153772,2.92496803,1.292543473,0.6049869539,F2V,17.35907449,0.9988784150685978
170,7.615752664,13.39583813,0.7804636201,0.584088595,F6Vp,18.70333183,0.999817714620258
171,9.049224183,0.1400985624,1.080252457,0.9820271777,G8III,8.507291248,-6.90448818337846e-05
172,2.074448579,18.81782148,0.5213451701,0.3836653542,F0V,17.07123367,0.996805154768377
173,3.14201163,35.47133871,0.6851429278,0.3961450971,F4IV-V,17.94802878,1.0004458535566079
174,7.297117662,4.130245089,0.8749384201,0.2999501442,B9.5III,14.68768235,0.004111841452271941
175,6.571591978,3.870353812,0.9218113731,1.608853786,K3III,15.3760966,-0.003559809174150139
176,7.447605607,6.261626494,0.9591584097,0.5359392706,F2III,17.1604966,0.004189876645032763
177,8.677425344,0.555754015,1.10295073,-0.0133055614,B8/B9V,12.20114778,0.9982860364512715
178,7.679288721,6.059316876,0.7041997101,-0.03699145861,A2IV/V,17.29406275,0.9999401582856632
179,7.174981891,5.955910311,1.036868123,0.05571725468,B9V,16.07057967,0.9989690402038574
180,9.550648079,5.182876093,1.128019288,0.7429856411,F7V,19.02489406,0.999041092400375
181,7.833825208,11.98653139,0.8691789589,0.6604757808,G3V,18.32505571,0.999220758357504
182,8.649578918,9.238023566,1.764690103,0.6458856636,F3V,18.23527974,0.9986846833134072
183,7.603218141,11.30858502,1.255938238,0.6611220831,F5V,17.03367901,0.9982465141495038
184,7.352338704,2.447021105,0.6862449928,1.008104452,K0III,13.89018412,0.00043159077146547823
185,8.341304473,4.931248141,1.479646171,0.2680227748,F6/F7IV:,17.21026013,0.9992779122593362
186,4.270394379,18.02943344,0.7489057859,0.4103012908,F3V,17.43797431,0.9982789845432922
187,9.403889211,5.859036552,1.646610801,0.6721469441,G3V,18.93881259,0.9989041204781014
188,7.585639543,-1.125185008,0.9621861456,-0.05942623458,B0.5Iab:,12.11780281,0.0031289302344755434
189,8.074239808,5.080194371,0.9745056079,0.6801349552,G3V,19.47309096,0.9983734801550057
190,8.553321993,-0.7493162582,1.214037494,0.9706307551,G8III,7.183334346,-0.0010077029708728895
191,4.663131084,4.968021276,0.7369154595,0.3470605092,A3IV/V,14.87061827,0.9960750238962278
192,8.54169919,1.141579466,0.8569270541,1.021205967,G0Iavar,14.25968264,0.0010635658369405156
193,8.571326797,2.824999814,1.026037294,0.3434784519,F3V,16.01624528,0.9989977497527255
194,7.545713489,1.823388952,0.8283660764,1.017561261,G8III,13.39491474,0.00018374365902732608
195,8.439850053,3.583305247,1.364386538,0.2093983092,A7V,17.15487279,0.9993841892864508
196,8.392283406,1.641003119,1.026975028,1.550504095,K2III,13.58487242,-0.0025735008728633682
197,9.044720505,1.827060964,1.307731172,0.09976769021,A0V,15.17832036,0.9993501058016561
198,6.50813426,7.597116537,0.8952902257,0.9744555982,G5III...,15.95976944,0.0010914720201331345
199,1.134332633,12.3475054,0.7749639563,0.1539037204,F3III,15.6719797,0.0010469792736446336
200,2.822967879,3.100144458,0.5716522167,0.06072551533,B7III,12.9390053,0.0005406155668694114
201,9.230880395,0.01255259194,1.24365498,0.1424513938,B0.5III,13.14598935,0.0047113303966088834
202,7.768487866,2.047381042,1.089905196,0.9717731446,G8III,14.70062944,0.0007549804471622338
203,7.975672467,7.62872622,0.848684649,0.9715607586,K1III,17.10697702,0.0026553418049555196
204,8.273562275,2.329111428,0.928278752,0.1545036024,B2Vnne,14.55396805,0.9989088212140874
205,5.078117941,11.28992613,0.4845294232,0.428979442,F2IV,16.14026441,0.9976885252679187
206,2.615482887,6.066579165,0.6939727091,0.03421691211,A0V,15.15634853,0.995291141421498
207,8.758378411,2.180454777,1.175243963,-0.05624486186,B8II,15.48871668,0.005288232760501048
208,8.018074275,4.358521142,1.252589724,0.8189023231,G8V,16.32683105,0.9964511031812155
209,7.474462344,2.996104271,1.124369227,1.370524747,K4/K5III,15.2887069,-0.0016343612944078917
210,7.851997534,4.660406934,1.200130131,1.027869024,G8III,17.35299906,0.0014796692158262359
211,9.103684594,1.835624908,0.9434615382,-0.1386646215,B9V,15.08370157,0.9993185813755198
212,9.189075028,8.585116548,1.212534995,0.4284077506,F5V,18.02041452,1.000459507881203
213,7.880510393,1.887984831,1.957490585,0.0359065389,B6/B7V,14.18798043,0.9975894177537484
214,9.995198483,13.76351655,3.532250453,1.088525006,K5V,21.69552451,0.9973464546785017
215,7.592611937,2.365211076,1.107143257,1.586476431,K3III,14.31835831,-0.003242924672773572
216,6.848140055,5.362177107,0.7308112033,0.9879409933,G1V...,16.98003197,0.9953275286873514
217,8.371779294,6.61036795,1.190368056,0.4709388634,F7V,19.07975822,0.9995614724564951
218,9.151276141,3.833635478,0.9385311525,1.009116638,K2III,17.35250843,0.002768607434741028
219,6.870388831,7.828679563,0.9411358249,1.06254279,G8IV,16.04537346,0.9948937712593175
220,8.555985734,4.434237604,1.118886396,0.4374229245,F0V,16.05500494,0.9988175434310663
221,8.637882085,4.806697707,1.096924252,1.112147991,K0III,17.83456026,0.0018683945669443914
222,6.417825336,4.986344369,0.6652646122,0.9979662418,K0III,15.54205315,0.0005575176175052669
223,7.707601089,2.76426205,1.011955004,0.9790213512,G8III/IV,16.20510534,0.9952199750511385
224,6.130466158,4.516986663,0.4306363133,1.264147436,K5III,14.36859297,-0.0014330532559888272
225,7.928847355,1.168501172,1.008663952,0.6477161098,F5II,14.55938253,0.0025349912865843672
226,7.455238603,11.55587213,0.755948747,0.74611026,G2V,18.67271653,0.9985837022504321
227,8.538185733,2.83930477,1.601881087,1.3081873,K3III,16.70770808,-0.00047129509210246584
228,9.12482552,5.286405182,1.384021386,0.3693265467,F2V,17.6073436,0.9998351005599975
229,7.112666591,9.656236597,0.6507938619,0.4812660736,F2III,16.56738923,0.0048455277667449675
230,7.879026241,5.44413957,0.8534533276,0.7423424622,F3V,16.95356518,0.9974401103315776
231,8.354206014,2.14914676,1.463625809,1.485247214,K4/K5III,15.15953243,-0.0021111738266006096
232,8.671169482,7.098666156,1.038461588,1.029858538,K1III,17.84555548,0.0028159072490362438
233,10.26537403,-0.3960731955,1.291552353,-0.02542968871,B8III,12.96011285,0.005447388702477079
234,8.775786606,1.321369268,1.033519816,0.2186407798,A5IV,14.83924938,0.9989998322687993
235,6.967957583,0.7342132523,1.014363365,0.1350217416,B1V:pe,12.33090455,0.9969701022001479
236,1.940274576,10.4791572,0.6816283789,1.062017049,K0III,15.6909333,-0.0026090433737380233
237,7.392903802,19.36165618,0.6917526286,0.7240950234,G5V,18.89417698,1.0000420281347389
238,8.783674781,7.092423997,1.272958397,0.5913953897,F5V,18.6774891,0.9992636149441285
239,8.990926877,4.6271635,1.343648492,1.177458849,G8IV,16.02086245,0.9950669892318922
240,9.879861413,7.380089129,1.651681907,1.036409306,K0III,16.94379489,0.003048652098228701
241,4.359359814,17.14926827,0.6536098758,0.9557628154,K0III,15.21663273,0.0010215438546839152
242,9.691533049,4.861801844,1.765306318,0.6773877273,F8/G0V,18.4137737,0.9987157192762471
243,7.710026586,9.720468989,1.441371617,0.4523878453,F5V,17.67540631,0.999028281625509
244,7.508318119,9.976418801,0.931175911,0.3543993326,A2IV/V,17.36465084,0.9996693614217794
245,8.424887012,1.533733801,0.9752184511,1.206426513,G8III,15.71615412,0.0001729591109897344
246,8.654820158,11.5690998,1.047005503,0.5992603222,G3V,18.88320513,1.0001098661119407
247,8.641133881,1.828114535,1.309023822,1.391305756,K2III,15.34718944,-0.001142306284323307
248,9.286810114,-0.7191045754,0.9465358312,0.8647481253,K0III,11.3404961,0.0014700258383743138
249,2.018323886,5.297845146,0.5408360443,-0.01766778688,B8IIIMNp,14.5032717,0.0006113043702217988
250,9.73051146,4.087770361,1.07049088,0.5834950795,F5V,17.55441523,0.9995007339250523
251,6.908203387,2.863390857,1.164650971,1.24809153,K1III,15.38957046,-0.0013749085249907108
252,8.413023379,2.206616164,0.8754355376,0.1050887895,B9V,14.95554155,0.999220234274506
253,8.253447123,1.30578265,1.348931849,0.5469387926,B9.5IV/V,14.73546085,0.9970432947856478
254,9.872023422,1.203670819,1.799563624,0.2538436677,B0Ibp,15.39529757,0.005240748760362165
255,7.71122171,3.987731152,0.844207372,1.056119371,G8III,15.47733673,0.0009477789488086807
256,8.669403571,12.47131171,0.8013217868,0.5308206977,G3V,18.44356762,1.000704385744918
257,9.456161602,14.00057141,1.986150857,0.8248327954,K0V,21.52552817,0.9998087169625194
258,8.905952079,2.56308568,1.206672768,0.581441473,F0V,16.98071787,0.9983113138294822
259,8.895299423,11.65589895,0.997630533,0.5369043475,G3V,18.07840012,1.0004624146806953
260,9.509081748,1.53026341,0.7995904194,-0.03097609545,K4V,15.84623964,1.0002823347357401
261,6.552411205,8.831986509,0.9292905364,0.9401150767,G8III,16.9322031,0.0017363385621470358
262,9.292678677,3.882087885,1.152539449,0.4462730456,F0V,16.80208283,0.9994549746254772
263,7.634449979,4.498997944,0.7016206044,1.338479441,G8IV,17.15437139,0.9937875242602573
264,8.328421717,0.8543012886,0.837919478,0.01645796845,B9V,13.07298212,0.9985259914063609
265,7.946249708,1.110152283,0.9813255259,1.265825438,K2III,14.21054045,-0.001034748724804244
266,9.00766822,2.526111694,0.9045750061,1.044117037,K3III,15.27742031,0.0017502170987946687
267,6.815221274,5.846562552,0.9768495758,1.268277102,M4/M5III,15.66542629,-0.000848551685007799
268,8.557056467,1.697168489,1.436060488,1.459189586,K2III,16.32324946,-0.0015395186633651288
269,8.936395963,7.961436217,0.8353825784,0.4535792318,F5V,19.13546274,1.0006605441285212
270,8.500775552,3.694733204,1.744825183,1.374010172,K1III,17.70673968,-0.0006581370846297843
271,9.037181979,5.399024998,1.249469929,0.5289972565,F3V,17.54142942,0.9992278740009534
272,8.213862895,9.636360205,1.660282322,0.4383406567,F3V,19.09056502,0.999639828006116
273,7.115035809,1.675113281,1.04622732,0.1564020414,B5IIIn...,13.74755909,0.0035326580641189707
274,8.758803083,6.06719179,1.339472464,0.4099898033,F5V,17.40151267,0.999494866186513
275,8.705735551,9.517335826,1.193930005,0.9776514715,G3:III:+...,19.46309455,0.0038024033510243994
276,9.370830192,0.9186990031,1.151284184,0.1167255544,B9V,14.72852994,0.9994841642658798
277,9.089948495,1.463818119,1.807881159,0.9566064162,G9III,15.29675526,0.0013381850540327366
278,8.891676152,6.442427922,1.024758406,0.668254445,G8III,18.90595186,0.005151549875753749
279,8.053052583,1.363101224,1.183053117,1.280252478,M2III,13.56339064,-0.0013360023457421465
280,8.239888208,2.579595959,0.836547866,1.490866909,K5III,16.02838061,-0.0013889214903737464
281,9.152842727,12.80613564,0.8252378559,0.6838373598,G6V,21.13048002,1.0010615148758135
282,8.274563369,1.849354376,1.203001233,1.117768569,K0III,14.51822974,0.00013583066924003834
283,9.486220488,8.330098249,1.409333582,0.5918615672,G3V,17.98875461,0.9997545400582797
284,3.262245446,11.9753219,0.5631196025,0.8838162281,K0III,16.12943253,-2.4430853346675693e-05
285,7.161946469,11.91487361,0.8441163591,0.3606981173,F2IV,18.01607815,0.9999168573152983
286,9.02162353,2.284328138,0.8862436076,1.106932833,K0III,16.16976365,0.0015853923965724037
287,7.179286187,6.226064899,1.026693984,1.260733782,K0III,16.86679228,-0.00018730873139019642
288,8.15705669,3.799755307,1.181871498,0.1659712376,A3IV/V,16.60576345,0.9993076230567269
289,9.788664555,2.611032329,0.9609895129,0.08523206753,A0V,16.91524538,1.0008501618934067
290,9.089479398,5.145252772,1.641654703,0.5780872289,B9III,18.28992443,0.004832064339234253
291,3.708654669,12.03396014,0.5671650785,0.3818216727,F1IV,17.45986152,0.997107741583034
292,3.906367922,1.105350565,0.5413105115,1.616238578,K4III,10.38835341,-0.0071546845495651275
